2026-04-11 18:35:45, 29.24, 5.72, 52.86, 664.47, 0.0691, 6.11
2026-04-11 18:35:50, 28.55, 16.27, 58.05, 613.19, 0.0465, 5.46
2026-04-11 18:35:55, 20.75, 4.22, 50.78, 593.3, 0.0369, 5.54
2026-04-11 18:36:00, 26.56, 14.11, 57.77, 654.0, 0.0691, 4.51
2026-04-11 18:39:01, 19.17, 9.07, 51.32, 665.85, 0.036, 4.92
2026-04-11 18:39:06, 24.52, 7.17, 55.33, 560.95, 0.055, 6.66
2026-04-11 18:39:11, 19.14, 2.35, 58.69, 705.28, 0.0396, 6.64
2026-04-11 18:39:16, 29.78, 3.12, 50.73, 532.12, 0.0908, 5.27
2026-04-11 18:39:21, 19.11, 3.91, 54.26, 501.55, 0.0605, 6.72
2026-04-11 18:39:26, 25.11, 15.65, 57.62, 526.58, 0.0545, 6.7
2026-04-11 18:39:31, 19.31, 5.43, 54.47, 669.89, 0.0826, 4.77
2026-04-11 18:39:36, 27.98, 3.15, 55.27, 585.18, 0.0947, 4.75
2026-04-11 18:39:41, 26.47, 12.89, 51.43, 651.22, 0.0628, 6.84
2026-04-11 18:39:46, 23.43, 17.65, 53.84, 644.63, 0.0484, 6.85
2026-04-11 18:41:47, 22.0, 3.07, 55.76, 696.55, 0.0466, 5.03
2026-04-11 18:41:52, 29.81, 0.67, 55.91, 606.86, 0.0822, 6.09
2026-04-11 18:41:57, 24.87, 0.1, 59.5, 682.56, 0.0216, 4.68
2026-04-11 18:42:02, 26.9, 2.2, 55.32, 705.37, 0.0783, 4.67
2026-04-11 18:42:07, 24.57, 16.01, 50.21, 684.33, 0.0798, 4.49
2026-04-11 18:42:12, 25.57, 15.55, 54.56, 632.82, 0.0804, 6.66
2026-04-11 18:42:17, 18.49, 16.07, 52.82, 608.86, 0.084, 6.34
2026-04-11 18:42:22, 25.38, 9.95, 59.69, 561.75, 0.053, 6.63
2026-04-11 18:42:27, 27.29, 14.47, 55.47, 674.74, 0.0293, 4.25
