2026-04-04 23:36:35, 18.85, 7.52, 57.85, 702.63, 0.0248, 6.49
2026-04-04 23:36:40, 29.85, 4.77, 55.52, 528.53, 0.0777, 6.34
2026-04-04 23:36:45, 22.61, 18.96, 54.28, 633.16, 0.0985, 5.54
2026-04-04 23:36:50, 20.73, 7.32, 57.8, 641.7, 0.0779, 5.08
2026-04-04 23:36:55, 18.76, 1.2, 53.89, 528.16, 0.0578, 4.67
2026-04-04 23:37:00, 25.3, 17.61, 50.83, 557.07, 0.0429, 6.14
2026-04-04 23:37:05, 27.33, 12.89, 54.05, 608.97, 0.0575, 6.98
2026-04-04 23:37:10, 21.3, 10.36, 58.03, 577.67, 0.0211, 5.67
2026-04-04 23:37:15, 24.41, 8.72, 54.25, 500.06, 0.092, 4.15
2026-04-04 23:37:20, 18.21, 2.51, 59.2, 504.97, 0.0312, 4.35
2026-04-04 23:37:25, 21.85, 9.1, 51.84, 588.25, 0.0254, 6.76
2026-04-04 23:37:30, 28.56, 18.88, 59.28, 647.91, 0.0252, 6.73
2026-04-04 23:37:35, 27.87, 2.48, 55.86, 510.94, 0.0727, 4.38
2026-04-04 23:37:40, 26.11, 19.36, 57.56, 676.02, 0.0935, 4.66
2026-04-04 23:37:45, 22.19, 2.14, 54.4, 713.04, 0.0827, 5.9
2026-04-04 23:37:50, 24.31, 10.65, 57.22, 540.57, 0.095, 6.4
2026-04-04 23:37:55, 26.84, 15.35, 58.15, 579.35, 0.035, 6.17
2026-04-04 23:38:00, 19.61, 20.63, 56.59, 643.14, 0.0928, 6.15
2026-04-04 23:38:05, 22.85, 12.29, 50.58, 628.18, 0.0921, 4.91
2026-04-04 23:38:10, 24.32, 10.58, 55.92, 553.96, 0.1, 6.06
2026-04-04 23:38:15, 24.86, 16.37, 59.94, 674.21, 0.0528, 6.14
2026-04-04 23:38:20, 26.23, 11.82, 58.52, 522.38, 0.0288, 4.8
2026-04-04 23:38:25, 21.04, 14.72, 53.03, 578.4, 0.0769, 6.69
2026-04-04 23:38:30, 29.97, 18.66, 57.54, 684.91, 0.0587, 6.94
2026-04-04 23:38:35, 24.87, 14.28, 59.07, 541.03, 0.0442, 6.76
2026-04-04 23:38:40, 22.85, 15.71, 52.02, 671.1, 0.0779, 6.97
2026-04-04 23:38:45, 24.87, 6.52, 53.93, 600.58, 0.0468, 6.73
2026-04-04 23:38:50, 20.06, 19.37, 55.89, 618.21, 0.0622, 5.62
2026-04-04 23:38:55, 22.9, 1.85, 56.95, 516.15, 0.0489, 6.06
2026-04-04 23:39:00, 29.71, 8.88, 53.41, 647.11, 0.0665, 5.28
2026-04-04 23:39:05, 28.28, 15.48, 52.48, 555.32, 0.0907, 5.54
2026-04-04 23:39:10, 26.06, 8.25, 55.59, 671.42, 0.0894, 5.91
2026-04-04 23:39:15, 27.36, 4.52, 55.6, 576.0, 0.0937, 4.26
2026-04-04 23:39:20, 24.67, 13.83, 57.03, 504.79, 0.0813, 6.25
2026-04-04 23:39:25, 25.4, 1.28, 57.26, 621.16, 0.0826, 5.08
2026-04-04 23:39:30, 24.81, 2.65, 52.1, 693.93, 0.0931, 5.26
2026-04-04 23:39:35, 19.75, 19.89, 52.73, 559.34, 0.0538, 6.98
2026-04-04 23:39:40, 18.9, 18.63, 50.03, 533.5, 0.031, 5.5
2026-04-04 23:39:45, 21.81, 18.81, 52.55, 534.27, 0.0989, 6.89
2026-04-04 23:39:50, 18.92, 14.27, 56.75, 619.2, 0.0767, 4.75
2026-04-04 23:39:55, 24.14, 14.55, 59.32, 713.02, 0.0333, 4.12
2026-04-04 23:40:00, 28.01, 11.01, 55.57, 689.72, 0.0485, 6.67
2026-04-04 23:40:05, 25.09, 4.05, 55.19, 544.88, 0.0205, 6.02
2026-04-04 23:40:10, 27.59, 19.89, 56.68, 622.38, 0.0508, 4.95
2026-04-04 23:40:15, 24.63, 12.12, 57.45, 586.18, 0.0848, 6.33
2026-04-04 23:40:20, 29.27, 4.64, 53.33, 577.62, 0.0449, 5.31
2026-04-04 23:40:25, 25.32, 17.32, 59.37, 620.59, 0.0393, 4.22
2026-04-04 23:40:30, 19.55, 8.89, 59.0, 540.63, 0.0969, 5.33
2026-04-04 23:40:35, 29.61, 6.82, 54.08, 513.18, 0.0546, 5.03
2026-04-04 23:40:40, 18.66, 14.65, 58.41, 572.96, 0.0469, 6.88
2026-04-04 23:40:45, 22.26, 4.27, 50.5, 662.3, 0.0406, 4.4
2026-04-04 23:40:50, 24.55, 7.06, 52.52, 582.46, 0.0726, 5.59
2026-04-04 23:40:55, 29.75, 11.51, 50.02, 527.29, 0.0509, 5.25
2026-04-04 23:41:00, 29.71, 5.04, 54.51, 533.8, 0.0814, 4.71
2026-04-04 23:41:05, 23.32, 13.82, 55.16, 706.81, 0.0827, 5.69
2026-04-04 23:41:10, 28.73, 0.2, 59.54, 573.57, 0.0382, 4.11
2026-04-04 23:41:15, 18.14, 5.77, 54.04, 569.45, 0.0393, 4.65
2026-04-04 23:41:20, 20.53, 18.77, 57.26, 686.3, 0.0596, 5.84
2026-04-04 23:41:25, 28.13, 8.17, 51.52, 573.33, 0.0552, 4.74
2026-04-04 23:41:30, 25.13, 8.77, 55.08, 582.79, 0.06, 4.99
2026-04-04 23:41:36, 26.24, 13.33, 59.59, 671.9, 0.0304, 4.85
2026-04-04 23:41:41, 26.23, 16.23, 54.73, 678.78, 0.0831, 5.9
2026-04-04 23:41:46, 27.34, 16.97, 55.55, 667.48, 0.0624, 5.37
2026-04-04 23:41:51, 26.92, 16.9, 59.7, 634.55, 0.0254, 6.71
2026-04-04 23:41:56, 20.7, 17.54, 52.04, 525.47, 0.0485, 4.97
2026-04-04 23:42:01, 28.8, 17.02, 51.28, 635.41, 0.0655, 6.99
2026-04-04 23:42:06, 22.68, 8.19, 58.08, 592.79, 0.0205, 6.24
2026-04-04 23:42:11, 24.42, 17.44, 56.65, 707.41, 0.0395, 4.24
2026-04-04 23:42:16, 26.36, 6.23, 54.84, 573.24, 0.048, 4.96
2026-04-04 23:42:21, 18.6, 7.64, 59.69, 535.98, 0.0829, 4.2
2026-04-04 23:42:26, 21.68, 12.27, 55.95, 636.7, 0.0233, 5.46
